0,0,0.000399820929003
1.05249601897,0.00261092850197,0.000937392709139
2.06576455543,0.0144149068495,0.000420190520935
3.09540342711,0.0144602054745,0.000547950497079
4.1420303461,0.0188884907334,0.000129355420409
5.17054210537,0.0181345410668,0.000429963558481
6.19538157828,0.0191047491709,1.04783464206e-05
7.22175009423,0.0145949291408,6.28306107436
8.24618511333,0.0146765392713,6.28316786465
9.24757242162,0.017339942698,6.28309209726
10.2810987386,0.0190273750445,6.28304891487
11.3004642593,0.0199263078957,6.28291861675
12.3391131725,0.0516760274428,0.0362489144805
13.3339797392,0.364220485021,0.259666661637
14.178486061,0.900601684043,0.505845239264
14.8707723432,1.6521948117,0.755154553848
15.3380760138,2.55534470622,1.01831620564
15.5572726664,3.53903986629,1.28066994705
15.5232833984,4.56276059535,1.53220092668
15.5350530642,5.58731740306,1.54666357608
15.5564931267,6.58830424316,1.55154777546
15.5814104524,7.61583912845,1.5479905938
15.6046085135,8.64729411365,1.55076958005
15.6320683799,9.67922045735,1.55138547304
15.6551916057,10.6935465605,1.54939021727
15.6720273468,11.7066460375,1.55282327624
15.6877009611,12.7138769106,1.5518807251
15.7182,13.7217,1.54957363786
15.7397990823,14.7377397279,1.55315495373
15.6404799511,15.7519463759,1.67861051161
15.2176619935,16.6905202099,1.91023955438
14.5545541514,17.474090821,2.17446469169
13.7301412195,18.0508846785,2.45093436618
12.7550833024,18.4020848952,2.72963455913
11.7569943714,18.5116660321,2.96944015992
10.7585062121,18.3709851543,3.18757968206
9.72739123351,18.3449984403,3.16619353732
8.71355532214,18.3560048718,3.14644116247
7.6949,18.3522,3.14906932825
6.6789,18.3471,3.1468465371
5.6706,18.3358,3.14909041234
4.63409524156,18.3340999804,3.15079257108
3.60840903867,18.3226173366,3.15168827151
2.58052057888,18.2633235099,3.21827223321
1.65271714062,17.8593789382,3.47431528879
0.86810925293,17.2347505682,3.74473837292
0.234089494734,16.4289523984,3.97744146817
-0.194889252431,15.4498290839,4.23978403477
-0.0887064232922,14.4287887506,4.53989597572
-0.0447,13.4191,4.68464407309
-0.0814,12.4082,4.68446799479
-0.1147,11.3903,4.684679226
-0.1491,10.3573,4.68408771865
-0.1835,9.3385,4.68423533297
-0.218096967334,8.32998360793,4.68334977976
-0.301381042066,7.29571833555,4.61838656616
-0.669283062243,6.34062793111,4.4102865696
-1.24760839522,5.50067292533,4.18997287685
-1.969076206,4.77623428029,3.98972733518
-2.85044608206,4.26721321183,3.735430509
-3.80837517359,3.96959341683,3.52167973551
-4.81941566397,3.80941572309,3.32438779259
-5.82256462842,3.83276534317,3.16423154343
-6.83267244935,3.9463571867,3.16009908302
-7.89736082125,3.9930798106,3.16493793087
-8.93010892087,4.0673406164,3.1665428255
-9.92023754941,4.25076517463,3.16786972368
